vu_ort,vu_hoehe,tag,datum,uhrzeit,kat,flucht,igo,ago,t,sv,lv,anzahl_beteiligte,fg,rf,helm,mofa,kkr,krad,pkw,lkw,kom,sonstige,1,kennz_01,2,kennz_02,alkohol,typ,1_urs,2_urs,3_urs,sonst_urs,urs_02,lichtverhaeltnisse,strassenzustand,01_alter_in_jahren,02_alter_in_jahren,bemerkungen,igvp,,,,,
Steinfurter Straße,Wilkinghege,di,10.01.2017,12:35,5,,,m,,,,2,,,,,,,2,,,,21,el,21,ms,,621,,14,,,,,1,29,,,,,,,,
Hülsebrockstraße,76,di,10.01.2017,10:10,5,,z,,,,,1,,,,,,,1,,,,21,waf,,,,799,,49,,,,,1,71,,Stadt,,,,,,
Wiedaustraße,k.v. KV FR KPD,di,10.01.2017,21:50,5,,,o,,,,1,,,,,,,1,,,,21,ms,,,,751,,0,,86,,2,,37,,,,,,,,
L 585,50m vor KV Hiltruper Straße,di,10.01.2017,18:00,5,,,m,,,,2,,,,,,,2,,,,21,ms,21,waf,,601,,14,,,,2,,47,,,,,,,,
Hülsebrockstraße,52,di,10.01.2017,17:50,5,,m,,,,,2,,,,,,,1,1,,,44,hh,21,ms,,501,,14,,,,,1,78,,,,,,,,
Albersloher Weg,Egbert-Snoek-Straße,di,10.01.2017,07:45,5,,m,,,,,2,,,,,,,2,,,,21,be,21,ms,,641,,26,,,,1/3,1,49,,,,,,,,
B 51,Albersloher Weg,di,10.01.2017,07:00,5,,m,,,,,2,,,,,,,1,1,,,40,ms,21,ms,,643,,26,,,,,,53,,,,,,,,
Friedrich-Ebert-Straße,159,di,10.01.2017,09:43,5,,m,,,,,3,,,,,,,3,,,,21,ms,21,ms,,501,,14,,,,,1,40,,,,,,,,
Wolbecker Straße,Von-der-Tinnen-Straße,di,10.01.2017,15:35,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,631,,26,,,,,1,57,,,,,,,,
Hansaplatz,1,di,10.01.2017,13:04,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,coe,,501,,14,,,,,,47,,,,,,,,
Breite Gasse,32,di,10.01.2017,15:55,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,,,,,,40,,,,,,,,
Königsstraße,Höhe Parkhaus Arkaden,di,10.01.2017,18:35,5,,o,,,,,2,,,,,,,2,,,,21,coe,21,coe,,712,,44,,,,,,62,,,,,,,,
Alter Steinweg,Parkhaus,di,10.01.2017,13:45,5,,o,,,,,2,,,,,,,2,,,,21,waf,21,st,,703,,14,,,,,,78,,,,,,,,
Bergstraße,Am Kreuztor,di,10.01.2017,07:55,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,231,,14,,,,1,1,32,,,,,,,,
Engelstraße,Zufahrt Parkplatz HUK,di,10.01.2017,09:30,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,202,,23,,,,,1,22,,,,,,,,
Bröderichweg,Grevener Straße,mi,11.01.2017,07:50,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,623,,14,,,,1/3,1,42,,,,,,,,
Kinderhauser Straße,82,mi,11.01.2017,15:00,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,,,,,1,42,,,,,,,,
Heerdestraße,1,mi,11.01.2017,13:05,5,,o,,,,,2,,,,,,,2,,,,21,st,21,do,,594,,14,,,,,1,48,,,,,,,,
Thomas-Morus-Weg,14,mi,11.01.2017,13:10,5,,m,,,,,2,,,,,,,2,,,,21,wes,21,coe,,715,,36,37,,,,1,72,,,,,,,,
Nienberger Straße,Sprakeler Straße,mi,11.01.2017,11:35,5,,m,,,,,2,,,,,,,1,,1,,33,waf,25,ms,,682,,14,,,,,1,46,,,,,,,,
Coerdestraße,2,mi,11.01.2017,09:08,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,gt,,714,,37,,,,,1,36,,,,,,,,
Lotharinger Straße,Bushaltestelle,so,01.01.2017,17:25,3,,,,,,1,1,,1,n,,,,,,,,71,,,,,799,01,49,,,,2/3,,68,,0.95°/oo,702000-000103-17/8,,,,,
Austermannstraße,Rudolf-Harbig-Weg,do,12.01.2017,19:53,3,,,,,,1,2,,1,n,,,,1,,,,71,,21,dh,,322,,28,,,,2/3,1,30,24,,702000-002468-17/1,,,,,
Wienburgstraße,197,mo,09.01.2017,06:20,5,X,,,,,,2,,,,,,,1,,,1,92,,21,st,,799,,49,,,,,1,F,,,709000-001405-17/8,,,,,
Scheibenstraße,ggü. Parkplatz,mi,11.01.2017,07:30,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,799,,49,,,,,1,F,,,702000-002201-17/8,,,,,
Metzer Straße,62,sa,07.01.2017,14:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,hf,,703,,14,,,,,1/2,F,,,702000-001548-17/8,,,,,
Hansaring,11,do,05.01.2017,08:40,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,702,,49,,,,1/3,,F,,,702000-001081-17/9,,,,,
Breul,16,mo,02.01.2017,20:20,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ne,,799,,49,,,,,,F,,,702000-000818-17/8,,,,,
Gartenstraße,108,so,01.01.2017,03:01,3,,,,,,1,1,,1,n,,,,,,,,71,,,,,141,,49,,,,2/3,,27,,,702000-000034-17/8,,,,,
Metzer Straße,13,mi,04.01.2017,05:44,5,X,,,,,,1,,,,,,,1,,,,21,,,,,141,,49,,,,2/3,1,F,,Stadt,702000-000615-17/7,,,,,
Sankt-Josefs-Kirchplatz,11,sa,07.01.2017,15:55,6,X,,,,,,2,,,,,,,2,,,,21,coe,21,ms,,501,01,49,,,,,2,47,,1.66°/oo,702000-001332-17/9,,,,,
Lise-Meitner-Straße,15,fr,06.01.2017,12:40,5,,z,,,,,2,,,,,,,1,1,,,40,st,21,ms,,571,,36,,,,,1,27,,,,,,,,
Mauritz-Lindenweg,63,mi,11.01.2017,09:45,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,701,,14,,,,,1,19,,,,,,,,
Robert-Bosch-Straße,2,mi,11.01.2017,18:35,5,,m,,,,,2,,,,,,,1,1,,,40,waf,21,nu,,703,,36,,,,2,1,57,,,,,,,,
Drensteinfurtweg,Herbernweg,mi,11.01.2017,19:00,5,,m,,,,,2,,,,,,,2,,,,25,coe,21,ms,,711,,36,,,,2,1,64,,,,,,,,
Albersloher Weg,Martin-Luther-King-Weg,mi,11.01.2017,17:25,5,,m,,,,,3,,,,,,,3,,,,21,waf,21,ms,,641,,26,,,,2/3,1,24,,,,,,,,
B 51,Wolbecker Straße,mi,11.01.2017,07:25,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,gt,,641,,26,,,,1,1,26,,,,,,,,
St.-Josefs-Kirchplatz,4,do,12.01.2017,13:55,5,,z,,,,,2,,,,,,,2,,,,21,hb,21,ms,,702,,36,,,,,,26,,,,,,,,
Geiststraße,Hammer Straße,do,12.01.2017,15:15,5,,z,,,,,2,,,,,,,1,,,1,59,bir,21,coe,,711,,36,,,,,,34,,,,,,,,
Kanalstraße,Nevinghoff,do,12.01.2017,08:10,5,,a,,,,,2,,,,,,,2,,,,21,ms,21,ms,,321,,28,,,,,,63,,,,,,,,
Piusallee,121,do,12.01.2017,10:40,5,,o,,,,,2,,,,,,,,2,,,40,ham,40,lün,,799,,44,,,,,,25,,,,,,,,
Papenburger Straße,Hansaring / Parkplatz,do,12.01.2017,08:20,5,,o,,,,,2,,,,,,,2,,,,21,su,21,aur,,702,,36,,,,,,32,,,,,,,,
Hermannstraße,Antoniusstraße,do,12.01.2017,19:35,5,,m,,,,,2,,,,,,,2,,,,21,me,21,coe,,711,,36,,,,2,1,52,,,,,,,,
Wolbecker Straße,296,do,12.01.2017,07:30,5,,m,,,,,2,,,,,,,2,,,,21,del,21,ms,,611,,14,,,,,,24,,,,,,,,
Warendorfer Straße,189,do,12.01.2017,17:21,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,601,,14,,,,,,72,,,,,,,,
Marktallee,Parkplatz Burgholz,do,12.01.2017,10:33,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,36,,,,2/3,1,65,,,,,,,,
Ludgeriplatz,Schorlemerstraße,do,12.01.2017,12:22,5,,z,,,,,2,,,,,,,1,1,,,46,wsf,21,ms,,641,,26,,,,,,46,,,,,,,,
Ludgeriplatz,Moltkestraße,do,12.01.2017,18:15,5,,m,,,,,2,,1,n,,,,1,,,,71,,21,os,,601,,14,,,,2,1,25,,,,,,,,
B 51,Industrieweg,do,12.01.2017,14:15,5,,a,,,,,2,,,,,,,2,,,,21,ms,21,ms,,301,,28,,,,,1,30,,,,,,,,
Domplatz,36,do,12.01.2017,13:00,5,,o,,,,,2,,,,,,,2,,,,21,bor,21,st,,711,,36,,,,,,30,,,,,,,,
Schiffahrter Damm,506,do,12.01.2017,07:50,5,,z,,,,,2,,,,,,,2,,,,21,st,21,ms,,231,,14,,,,1,,51,,,,,,,,
Gereonstraße,5,do,12.01.2017,07:25,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,501,,37,,,,2/3,,31,,,,,,,,
Averkampstraße,3,do,12.01.2017,09:43,5,,m,,,,,2,,,,,,,2,,,,21,w,21,vec,,701,,14,,,,,,26,,,,,,,,
Hohenzollernring,97,do,12.01.2017,10:48,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,waf,,501,,14,,,,,,47,,,,,,,,
Albersloher Weg,9,do,12.01.2017,22:30,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,621,,14,,,,,,27,,,,,,,,
Augustastraße,15,mi,04.01.2017,15:15,5,X,,,,,,2,,,,,,,1,,,1,92,,21,myk,,501,,14,,,,,,F,,,702000-000829-17/8,,,,,
Bösenseller Straße,84,so,01.01.2017,07:00,2,,,,,1,,1,,,,,,,1,,,,21,ms,,,,751,,0,,87,,2,,59,,Stadt,702000-000067-17/8,,,,,
Hohenzollernring,Warendorfer Straße,mi,11.01.2017,06:20,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,122,,49,,,,,,35,,,,,,,,
Warendorfer Straße,Friedrichstraße,do,12.01.2017,16:25,5,,m,,,,,2,,,,,,,2,,,,21,waf,21,ms,,651,,14,,,,1/3,,45,,,,,,,,
Hoyastraße,Kampstraße,do,12.01.2017,19:37,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,701,,14,,,,,,38,,,,,,,,
Eisenbahnstraße,Servatiiplatz,mi,11.01.2017,21:45,5,,m,,,,,2,,,,,,,1,,1,,33,st,21,osl,,651,,14,,,,2,1,46,,,,,,,,
Rudolfstraße,31,mi,11.01.2017,05:30,5,,m,,,,,2,,,,,,,2,,,,21,st,21,ms,,501,,14,,,,2/3,1,29,,,,,,,,
Hafenstraße,Ludgeriplatz,mi,11.01.2017,12:35,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,st,,621,,14,,,,,,34,,,,,,,,
Hansaring,Soester Straße,mi,11.01.2017,18:41,5,,m,,,,,2,,,,,,,1,,1,,21,ms,33,waf,,501,,14,,,,2,1,46,,,,,,,,
An der hansalinie,1,mi,11.01.2017,12:45,5,,o,,,,,2,,,,,,,2,,,,21,os,21,ms,,703,,36,,,,,1,52,,,,,,,,
Robert-Koch-Straße,45,mi,11.01.2017,12:20,5,,o,,,,,2,,,,,,,2,,,,21,el,21,ms,,703,,36,,,,,1,28,,,,,,,,
Caldeloerweg,70,fr,13.01.2017,07:15,5,,a,,,,,2,,,,,,,2,,,,21,ms,21,ms,,681,,11,14,,,2/3,1,19,,,702000-002497-17/5,,,,,
Piusallee,Drtmunder Straße,fr,06.01.2017,16:40,5,X,,,,,,2,,,,,,,2,,,,21,,21,ms,,681,,11,14,,,,2,F,,,702000-001263-17/9,,,,,
Am Hagen,Schlagholz,mo,16.01.2017,08:20,2,,,,,1,,1,,1,n,,,,,,,,71,,,,,121,,35,72,,,,2,59,,,702000-002858-17/8,,,,,
Schillerstraße,88,fr,13.01.2017,18:05,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,799,,49,,,,,,F,,,702000-002736-17/6,,,,,
Einsteinstraße,Wilhelmstraße,sa,14.01.2017,09:55,2,,,,,1,,1,,1,n,,,,,,,,72,,,,,141,,49,72,73,,,1/2,75,,,702000-002700-17/9,,,,,
Wulfertstraße,Parkplatz Netto,mo,09.01.2017,14:10,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,14,,,,,,34,,,,,,,,
Am Burloh,Idenbrockplatz ,do,12.01.2017,09:00,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,14,,,,,,39,,,,,,,,
Albert-Schweitzer-Straße,5,do,12.01.2017,11:40,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,592,,14,,,,,,32,,,,,,,,
Koenemannstraße,Schulte-Hermann-Straße,do,12.01.2017,10:30,5,,m,,,,,2,,,,,,,1,,,1,21,ms,59,coe,,551,,37,,,,,,76,,,,,,,,
Kanalstraße,Cheruskerring,fr,13.01.2017,20:00,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,coe,,571,,36,37,,,2,1,27,,,,,,,,
Grevener Straße,Bröderichweg,fr,13.01.2017,15:42,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,un,,601,,49,,,,,,26,,,,,,,,
Am Max-Klemens-Kanal,Nienberger Straße,fr,13.01.2017,14:30,5,,,o,,,,1,,,,,,,1,,,,21,st,,,,751,,0,,86,,,,51,,,,,,,,
Johann-Krane-Weg,Steinfurter Straße,fr,13.01.2017,17:30,5,,m,,,,,2,,,,,,,2,,,,21,st,21,me,,201,,14,,,,2/3,,45,,,,,,,,
Hammer Straße,105,fr,13.01.2017,11:20,5,,m,,,,,2,,,,,,,2,,,,21,her,21,ms,,551,,37,,,,,1,20,,,,,,,,
Robert-Bosch-Straße,22,fr,13.01.2017,10:34,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,lh,,712,,44,,,,,1,38,,,,,,,,
Gertrudenstraße,15,fr,13.01.2017,19:45,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,lb,,703,,14,,,,2,1,43,,,,,,,,
Lütkenbecker Weg,Parkplatz Lignum,fr,13.01.2017,18:40,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,waf,,703,,36,,,,,,44,,,,,,,,
Zumsandestraße,24,fr,13.01.2017,12:10,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,waf,,701,,14,,,,,1,37,,,,,,,,
Hafenweg,5,fr,13.01.2017,12:55,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,501,,14,,,,,1,39,,,,,,,,
Achtermannstraße,ggü. 29,fr,13.01.2017,10:35,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,coe,,711,,36,,,,,1,28,,,,,,,,
Schaumburgstraße,11,fr,13.01.2017,07:00,5,,m,,,,,2,,,,,,,,2,,,46,st,40,ms,,502,,14,,,,2/3,1,49,,,,,,,,
Krüsbreede,54,fr,13.01.2017,10:40,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,gt,,501,,14,,,,,1,82,,,,,,,,
Wolbecker Straße,Querstraße,fr,13.01.2017,15:00,5,,m,,,,,2,,,,,,,2,,,,21,waf,21,hsk,,701,,14,,,,,1,53,,,,,,,,
Mauritz-Lindenweg,Parkplatz Hallenbad,fr,13.01.2017,10:41,5,,m,,,,,2,,,,,,,2,,,,25,coe,21,ms,,703,,36,,,,,1,62,,,,,,,,
Bergiusstraße,Parkplatz Bahnhof,fr,13.01.2017,19:30,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,36,,,,2/3,1,67,,,,,,,,
Herwarthstraße,Von-Steuben-Straße,fr,13.01.2017,08:05,5,,a,,,,,2,,,,,,,2,,,,21,ham,21,ms,,321,,31,,,,1,1,43,,,,,,,,
Brook,im Verlouf,fr,13.01.2017,21:05,5,,,o,,,,2,,,,,,,3,,,,21,coe,21,coe,,732,,88,,,,,,22,,,,,,,,
Bahnhofstraße,14,sa,14.01.2017,20:20,5,,o,,,,,2,,,,,,,2,,,,21,eu,21,en,,703,,14,,,,2,1,45,,,,,,,,
Inselgarten,ggü. 41,sa,14.01.2017,10:30,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,waf,,711,,36,,,,,,49,,,,,,,,
Albersloher Weg,B 51,sa,14.01.2017,11:55,5,,a,,,,,2,,,,,,,2,,,,21,ms,21,ms,,631,,26,,,,,,63,,,,,,,,
Hammer Straße,Friedrich-Ebert-Straße,sa,14.01.2017,13:00,5,,m,,,,,2,,,,,,,2,,,,21,st,21,ms,,623,,14,,,,,,37,,,,,,,,
Robert-Bosch-Straße,2,sa,14.01.2017,13:15,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,36,,,,,1,82,,,,,,,,
Albersloher Weg,Bernhard-Ernst-Straße,sa,14.01.2017,20:10,5,,m,,,,,2,,,,,,,2,,,,21,waf,21,ms,,623,,14,,,,2,1,31,,,,,,,,
Weseler Straße,316,sa,14.01.2017,14:50,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,303,,37,,,,,1,56,,,,,,,,
Weseler Straße,Scharnhorststraße,sa,14.01.2017,17:30,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,631,,26,,,,1,1,68,,,,,,,,
Herwarthstraße,26,sa,14.01.2017,16:30,5,,o,,,,,2,,,,,,,1,,1,,33,ms,21,ms,,651,,14,,,,1,1,58,,,,,,,,
Geisstraße,11,sa,14.01.2017,09:30,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,gm,,571,,36,37,,,,2,84,,,,,,,,
Dülmener Straße,Oberort,sa,14.01.2017,11:15,5,,a,,,,,2,,,,,,,1,1,,,21,coe,40,ms,,211,,32,,,,,,47,,,,,,,,
Hammer Straße,53,sa,14.01.2017,22:05,5,,o,,,,,2,,,,,,,2,,,,21,m,21,be,,711,,36,,,,2/3,1,26,,,,,,,,
Ludgeristraße,58,sa,14.01.2017,14:45,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,701,,14,49,,,,1,40,,,,,,,,
Horstmarer Landweg,111,sa,14.01.2017,08:00,5,,o,,,,,2,,,,,,,1,,,1,,,21,ms,,799,,89,,,,,,?,,,,,,,,
Wolbecker Straße,Ewaldistraße,so,15.01.2017,21:10,5,,a,,,,,2,,,,,,,2,,,,21,ms,21,waf,,302,,28,,,,2/3,1,58,,,,,,,,
Geringhoffstraße,43,so,15.01.2017,12:55,5,,m,,,,,1,,,,,,,1,,,,21,ms,,,,122,,49,,,,,1/2,18,,,,,,,,
Warendorfer Straße,Overbergstraße,so,15.01.2017,15:40,5,,a,,,,,2,,,,,,,2,,,,21,re,21,ms,,301,,28,,,,,,74,,,,,,,,
Dorpatweg,Parkplatz Rewe,so,15.01.2017,05:30,5,,o,,,,,2,,,,,,,1,,,1,59,ms,21,ms,,703,,36,,,,2/3,2,21,,,,,,,,
Albersloher Weg,439,so,15.01.2017,10:15,5,,o,,,,,2,,,,,,,1,1,,,21,ms,40,ms,,711,,36,,,,,1,33,,,,,,,,
Am Berg Fidel,80,mo,16.01.2017,00:50,5,,z,,,,,2,,,,,,,2,,,,21,ab,21,ms,,701,,14,,,,2/3,2,35,,,,,,,,
Freckenhorster Straße,300m v. Münsterstraße aus Telgte kommend,do,12.01.2017,11:55,3,,,,,,1,2,,,,,,,1,,,1,21,hf,59,ms,,601,,23,49,,,,,38,73,,702000-002383-17/6,,,,,
Thierstraße,130,mo,16.01.2017,07:55,5,X,,,,,,2,,,,,,,2,,,,21,,21,ms,,681,,49,,,,1,1/2,F,,,702000-002857-17/9,,,,,
Schlautstiege,44,sa,14.01.2017,10:40,3,,,,,,1,2,,1,n,,,,1,,,,21,ms,71,,,303,,34,,,,,,67,79,,702000-002711-17/9,,,,,
Warendorfer Straße,189,mi,11.01.2017,16:00,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,waf,,651,,14,49,,,,1,54,,,702000-002232-17/0,,,,,
Am Angelkamp,86,so,01.01.2017,16:00,3,X,,,,,1,2,1,1,n,,,,,,,,83,,71,,,753,,0,,87,,,,43,68,,702000-000090-17/8,,,,,
Friesenring,Wienburgstraße,fr,13.01.2017,18:40,3,,,,,,1,1,,1,j,,,,,,,,71,,,,,141,,49,,,,2/3,1,80,,,702000-003100-17/0,,,,,
Gertrudenstraße,5,mo,09.01.2017,14:30,5,X,,,,,,1,,,,,,,1,,,,21,hh,,,,799,,49,,,,,,47,,Stadt,702000-001661-17/9,,,,,
Königsstraße,39,mi,04.01.2017,15:30,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,ms,,701,,49,,,,1/3,1,F,,,702000-000821-17/6,,,,,
Vredenweg,18,fr,13.01.2017,09:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,nr,,501,,14,,,,1,,F,,,702000-002661-17/2,,,,,
Hagenauer Weg,Weißenburgstraße,mi,11.01.2017,17:00,5,X,,,,,,2,,,,,,,,1,,1,92,,40,ms,,501,,49,,,,,,F,,,702000-002301-17/0,,,,,
Domagkstraße,22,mo,16.01.2017,06:45,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,799,,49,,,,,,F,,,702000-003009-17/9,,,,,
Hammer Straße,268,mi,04.01.2017,15:25,5,,m,,,,,2,,,,,,,1,1,,,44,waf,21,ms,,601,,14,,,,,1,64,,,,,,,,
Borkenfeld,69,do,12.01.2017,13:20,5,,z,,,,,1,,,,,,,,1,,,44,coe,,,,121,,14,49,,,,,43,,Stadt,,,,,,
Gasselstiege,399,do,12.01.2017,12:25,5,,o,,,,,1,,,,,,,1,,,,21,ms,,,,775,,55,,,,,,38,,Stadt,,,,,,
Weseler Straße,Am Kanonengraben,fr,13.01.2017,09:44,5,,m,,,,,3,,,,,,,3,,,,21,w,21,ms,,631,,26,,,,,1,24,,,,,,,,
Alter Mühlenweg,FR Handorf,sa,14.01.2017,08:55,5,,,m,,,,1,,,,,,,1,,,,21,waf,,,,141,,49,,,,,2,55,,,,,,,,
Geiststraße,Parkplatz ,mo,16.01.2017,10:25,5,,m,,,,,2,,,,,,,2,,,,21,hb,21,ms,,703,,36,,,,,,33,,,,,,,,
Hafenstraße,Südstraße,mo,16.01.2017,13:15,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,551,,37,,,,,,59,,,,,,,,
Westfalenstraße,Vennheideweg,mo,16.01.2017,17:30,5,,m,,,,,2,,,,,,,2,,,,21,hh,21,ms,,622,,14,,,,2/3,,46,,,,,,,,
Loerstraße,Höhe Raphaelsklinik,mo,16.01.2017,17:40,5,,m,,,,,2,,,,,,,,1,1,,40,ms,33,st,,501,,14,,,,2,,63,,,,,,,,
Hoher Heckenweg,140,mo,16.01.2017,13:10,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,611,,14,,,,,,64,,,,,,,,
Hülshoffstraße,B 54,mo,16.01.2017,07:25,5,,,m,,,,2,,,,,,,2,,,,21,ms,21,PL,,622,,14,,,,2,1,43,,,,,,,,
Heidegrund,195,mo,16.01.2017,08:40,5,,o,,,,,1,,,,,,,1,,,,21,st,,,,141,,49,72,,,,2,33,,,,,,,,
Schlagholz,Geistkamp,mo,16.01.2017,09:02,5,,a,,,,,2,,,,,,,2,,,,21,ms,21,ms,,321,,27,55,,,,2,21,,,,,,,,
Oberschlesier Straße,84,do,19.01.2017,08:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,waf,,711,,36,,,,1,,F,,,702000-003663-17/3,,,,,
Mondstraße,Peter-Rosegger-Weg,mo,16.01.2017,15:40,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,be,,601,,14,,,,,,28,,,,,,,,
Tannenbergstraße,Lerßenbrockstraße,mo,16.01.2017,16:05,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,ms,,501,,14,,,,,1,56,,,,,,,,
Hagelbachstiege,Rechtskurve aus Nienberge kommend,mo,16.01.2017,07:55,5,,,a,,,,1,,,,,,,1,,,,21,ms,,,,102,,13,49,,,1,2,59,,Stadt,,,,,,
Leibnitzstraße,8,mo,16.01.2017,14:30,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,501,,14,,,,,,33,,,,,,,,
Emdener Straße,22,mo,16.01.2017,19:45,5,,m,,,,,2,,,,,,,2,,,,21,dn,21,ms,,711,,36,,,,2/3,,49,,,,,,,,
Von-Vincke-Straße,5,mo,16.01.2017,12:50,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,waf,,711,,36,,,,,,79,,,,,,,,
Hermannstraße,73,mo,16.01.2017,08:00,5,,m,,,,,2,,,,,,,2,,,,21,coe,21,ms,,701,,14,,,,2/3,,18,,,,,,,,
Weseler Straße,Boeselagerstraße,mo,16.01.2017,18:40,5,,o,,,,,2,,,,,,,2,,,,21,waf,21,ms,,201,,14,,,,2,,33,,,,,,,,
Weseler Straße,Adenauer Allee,mo,16.01.2017,19:28,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,201,,14,,,,1,1,34,,,,,,,,
Voßgasse,Neubrückenstraße,mo,16.01.2017,09:25,5,,m,,,,,2,,,,,,,2,,,,21,wob,21,ms,,601,,14,,,,,,31,,,,,,,,
Mozartstraße,6,mo,16.01.2017,09:50,5,,o,,,,,2,,,,,,,1,,,1,59,ms,21,ms,,501,,14,,,,,,53,,,,,,,,
Hammer Straße,B51,mo,16.01.2017,17:40,5,,o,,,,,2,,,,,,,2,,,,21,coe,21,nrw,,799,,49,,,,1,2,22,,,,,,,,
Am Dill,316,mo,16.01.2017,11:20,5,,a,,,,,2,,,,,,,2,,,,21,ms,21,ms,,592,,14,,,,,2,55,,,,,,,,
Zum Roten Berge,19,mi,18.01.2017,23:55,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,702,,14,,,,2/3,,24,,,,,,,,
Weseler Straße,BÜ 200m vor Meckmannweg,mi,18.01.2017,16:25,5,,z,,,,,2,,,,,,,2,,,,21,coe,21,ms,,624,,49,,,,,,55,,,,,,,,
Steinfurter Straße,166,mo,16.01.2017,18:07,3,,,,,,1,2,,1,j,,,,1,,,,21,ms,71,,,243,,34,49,,,2/3,,75,62,,702000-003022-17/8,,,,,
Kanonierstraße,3,mi,11.01.2017,23:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,501,,49,,,,,,F,,,702000-002727-17/4,,,,,
Eichendorffstraße,36,fr,13.01.2017,07:30,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,702,,49,,,,,1,F,,,702000-002676-17/8,,,,,
Oberschlesier Straße,200m h. Metzerstraße,do,12.01.2017,07:50,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,701,,49,,,,,,F,,,702000-002395-17/5,,,,,
Cheruskerring,68,di,10.01.2017,16:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,bor,,799,,49,,,,,,F,,,702000-002380-17/9,,,,,
Hiltruper Straße,7,mi,11.01.2017,12:03,5,,m,,,,,2,,,,,,,1,1,,,44,bn,21,ms,,601,,14,,,,,1,48,,,,,,,,
Friedrich-Ebert-Straße,Hammer Straße,mi,18.01.2017,11:50,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,201,,14,,,,,1,42,,,,,,,,
Hochstraße,22,mi,18.01.2017,12:15,5,,m,,,,,2,,,,,,,2,,,,21,waf,21,hh,,501,,14,,,,,,46,,,,,,,,
Weseler Straße,37,mi,18.01.2017,14:55,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,631,,26,,,,,,25,,,,,,,,
Warendorfer Straße,24a,mi,18.01.2017,17:40,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,en,,714,,36,,,,,,50,,,,,,,,
