vu_ort,vu_hoehe,tag,datum,uhrzeit,kat,flucht,igo,ago,t,sv,lv,anzahl_beteiligte,fg,rf,helm,mofa,kkr,krad,pkw,lkw,kom,sonstige,1,kennz_01,2,kennz_02,alkohol,typ,1_urs,2_urs,3_urs,sonst_urs,urs_02,lichtverhaeltnisse,strassenzustand,01_alter_in_jahren,02_alter_in_jahren,bemerkungen,igvp
Unckelstraße,2,mi,04.07.2018,11:54,5,,o,,,,,2,,,,,,,2,,,,21,nrw,21,waf,,703,,36,,,,,,56,,,
Albersloher Weg,ggü. 625,mi,04.07.2018,08:47,5,,m,,,,,2,,,,,,,1,,1,,21,ms,33,ms,,651,,14,,,,,,82,,,
Kappenberger Damm,5,mi,04.07.2018,23:10,5,,o,,,,,1,,,,,,,1,,,,21,ms,,,,141,,14,,,,2,,19,,,
Burchardstraße,5,mi,04.07.2018,20:50,5,,o,,,,,2,,,,,,,1,1,,,40,ms,21,noh,,703,,14,,,,,,25,,,
Verspoel,10,mi,04.07.2018,10:34,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,rt,,711,,36,,,,,,33,,,
Bröderichweg,Zufahrt LWL,mi,04.07.2018,16:00,5,,m,,,,,2,,,,,,,1,1,,,44,ms,21,re,,601,,14,,,,,,50,,,
Hafenweg,11,mi,04.07.2018,16:49,5,,o,,,,,2,,1,n,,,,1,,,,71,,21,os,,501,,14,,,,,,23,,,
Marienthalstraße,4,mi,04.07.2018,16:00,5,,o,,,,,2,,,,,,,1,1,,,44,ms,21,ms,,711,,36,,,,,,53,,,
Hammer Straße,385,mi,04.07.2018,13:50,5,,m,,,,,2,,,,,,,2,,,,21,coe,21,ms,,601,,14,,,,,,63,,,
Wolbecker Straße,140b,mi,27.06.2018,09:05,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,601,,14,,,,,,19,,,
Warendorfer Straße,59,mi,04.07.2018,11:50,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,36,,,,,,28,,,
Von-der-Tinnen-Straße,5,di,26.06.2018,18:05,5,,m,,,,,2,,,,,,,1,1,,,44,bn,21,ms,,711,,36,,,,,,63,,,
Neubrückenstraße,Vossgasse,mi,04.07.2018,09:25,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,waf,,601,,14,,,,,,84,,,
Im Sundern,59,mi,04.07.2018,15:25,5,,m,,,,,1,,,,,,,1,,,,21,ms,,,,141,,49,,,,,,51,,,
Am Max-Klemens-Kanal,zw.Nienberger STr. u. Flothbach,do,05.07.2018,00:45,5,,,o,,,,1,,,,,,,1,,,,21,ms,,,,751,,86,,,,2,,21,,,
Salzmannstraße,71,mi,20.06.2018,20:10,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,49,,,,,,27,,,702000-032026-18/0
Albersloher Weg,Martin-Luther-King-Weg,do,05.07.2018,16:20,3,,,,,,1,2,,1,j,,,,,1,,,40,ms,72,,,244,,34,,,,,,49,61,,702000-035777-18/7
An der Alten Kirche,5,mi,04.07.2018,06:20,5,,a,,,,,2,,,,,,,2,,,,21,ms,21,waf,,703,,14,,,,,,23,,,702000-035426-18/7
Hammer Straße,385,mo,25.06.2018,18:10,5,X,,,,,,2,,,,,,,2,,,,21,,21,ms,,703,,49,,,,,,F,,,702000-033091-18/5
Westfalenstraße,140,di,19.06.2018,19:05,5,X,,,,,,2,,,,,,,2,,,,21,coe,21,waf,,551,,37,,,,,,F,,,702000-031742-18/7
Albersloher Weg,465,mi,04.07.2018,10:30,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,ms,,702,,49,,,,,,73,,,702000-035290-18/6
Grevener Straße,61a,mi,04.07.2018,18:15,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,703,,49,,,,,,F,,,702000-035431-18/3
Lütkenbecker Weg,8,fr,29.06.2018,13:15,2,,,,,1,,2,,2,j/n,,,,,,,,71,,71,,,681,,49,,,,,,12,13,,702000-034244-18/4
Wiener Straße,Warendorfer Straße,so,03.06.2018,20:00,5,X,,,,,,2,,,,,,,2,,,,21,,21,ms,,703,,14,,,,,,F,,,702000-029204-18/1
Roxeler Straße,Dingbängerweg,mi,02.05.2018,17:00,3,,,,,,1,2,1,,,,,,,,1,,31,bor,81,,,799,,49,,,,,,57,80,,702000-022573-18/4
Kappenberger Damm,11,mi,02.05.2018,15:26,5,,a,,,,,1,,,,,,,1,,,,21,ms,,,,101,04,10,,,,,,60,,,702000-022498-18/9
Langeworth,Josef-Beckmann-Straße,di,01.05.2018,21:15,5,,a,,,,,2,,,,,,,2,,,,21,ms,21,ms,,715,,49,,,,1/3,,17,,Fahren ohne,702000-022296-18/7
Von-Einem-Straße,15,mi,30.05.2018,23:27,5,X,,,,,,2,,,,,,,1,1,,,40,ms,21,un,,799,,49,,,,2/3,,19,,,702000-027611-18/7
Moltkestraße,Ludgeriplatz,mo,28.05.2018,11:00,3,,,,,,1,2,,1,n,,,,1,,,,21,ms,71,,,252,,34,,,,,,71,34,,702000-026960-18/6
Piusallee,42a,mo,04.06.2018,07:15,5,X,,,,,,1,,,,,,,,,,1,59,ms,,,,799,,49,,,,,,27,,,702000-028131-18/2
B 54,AS Nienberge,di,29.05.2018,16:20,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,st,,699,,26,,,,,,51,,,709000-026459-18/9
Am Max-Klemens-Kanal,Grevener Straße,fr,08.06.2018,07:38,3,,,,,,1,2,,1,n,,,,1,,,,21,ms,71,,,342,,28,,,,,1,46,42,,702000-029087-18/2
Rüschhausweg,139,fr,15.06.2018,17:03,3,,,,,,1,2,,1,n,,,,1,,,,21,ms,71,,,581,,45,,,,,,29,25,,702000-030947-18/3
Ludgeriplatz,Hafenstraße,sa,30.06.2018,20:40,5,,a,,,,,2,,1,n,,,,1,,,,71,,21,ms,,601,,49,,,,,,37,,,702000-034382-18/2
Marktallee,41,di,19.06.2018,16:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,os,,703,,49,,,,,,F,,,702000-032240-18/2
Rjasanstraße,Parkplatz,mi,23.05.2018,01:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,m,,701,,49,,,,,,F,,,709000-025025-18/9
Wolbecker Straße,143,sa,02.06.2018,14:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,501,,49,,,,,,F,,,702000-028314-18/1
Steinfurter Straße,17,sa,12.05.2018,18:10,5,X,,,,,,2,,,,,,,2,,,,40,,21,ms,,711,,36,,,,,,F,,,702000-024255-18/0
Wienburgstraße,191,di,08.05.2018,13:45,5,,a,,,,,2,,,,,,,2,,,,21,waf,21,st,,501,,49,,,,,,27,,,702000-023633-18/5
Dieckmannstraße,71,do,05.07.2018,13:30,5,,a,,,,,3,,,,,,,2,1,,,21,ms,44,bn,,703,,14,,,,,,73,,,
York-Ring,Steinfurter Straße,do,05.07.2018,15:15,5,,a,,,,,2,,,,,,,2,,,,21,bor,21,gt,,301,,28,,,,,,75,,,
Grafschaft,Thierstraße,do,05.07.2018,16:15,5,,a,,,,,2,,,,,,,2,,,,21,hm,21,ms,,211,,32,,,,,,23,,,
Waldeyerstraße,Parkhaus UKM,mi,04.07.2018,13:00,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,du,,703,,14,,,,,,65,,,
Friedrich-Ebert-Straße,147,mi,04.07.2018,14:45,5,,o,,,,,2,,,,,,,2,,,,21,coe,21,ms,,322,,14,,,,,,36,,,
Hafenweg,22,do,05.07.2018,17:15,5,,m,,,,,2,,,,,,,1,1,,,40,ms,21,ms,,711,,36,,,,,,56,,,
Rudolf-von-Langen-Straße,7,do,05.07.2018,17:45,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,ms,,501,,14,,,,,,38,,,
Hoyastraße,11,do,05.07.2018,09:00,5,,o,,,,,2,,,,,,,2,,,,21,st,21,ms,,711,,36,,,,,,34,,,
Hansaring,11,so,01.07.2018,16:19,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,,,,,,29,,,
Gremmendorfer Weg,ggü. 23,so,01.07.2018,17:01,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,,,,,,50,,,
Robert-Bosch-Straße,Parkplatz Lidl,do,05.07.2018,19:25,5,,m,,,,,2,,,,,,,2,,,,21,st,21,ms,,703,,36,,,,,,44,,,
Kleimannstraße,13,do,05.07.2018,13:00,5,,o,,,,,2,,,,,,,2,,,,21,bm,21,st,,501,,14,,,,,,44,,,
Drostestraße,47,do,05.07.2018,07:45,5,,o,,,,,2,,1,j,,,,1,,,,71,,21,b,,501,,14,,,,,,10,,,
Grevener Straße,61c,do,05.07.2018,19:05,5,,m,,,,,2,,,,,,,2,,,,21,st,21,ms,,711,,36,,,,,,78,,,
Schnorrenburg,32,do,05.07.2018,07:25,5,,o,,,,,2,,,,,,,1,1,,,40,st,21,waf,,501,,14,,,,,,59,,,
Dorpatweg,8,do,05.07.2018,12:35,5,,m,,,,,2,,,,,,,2,,,,21,dn,21,ms,,703,,36,,,,,,39,,,
Von-Esmarch-Straße,48,do,05.07.2018,09:30,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,lw,,711,,36,,,,,,80,,,
Dülmener Straße,ggü. 16,do,05.07.2018,08:55,5,,o,,,,,2,,,,,,,1,1,,,51,PL,21,coe,,501,,14,,,,,,39,,,
Von-der-Tinnen-Straße,13,mi,30.05.2018,10:00,5,X,,,,,,2,,,,,,,2,,,,40,coe,21,ms,,501,,14,,,,,,46,,,702000-027548-18/1
Albersloher Weg,654,so,20.05.2018,22:35,3,X,,,,,1,2,,2,n/n,,,,,,,,71,,71,,,681,01,49,,,,2/3,,48,46,2.09 °/oo,702000-025663-18/4
Stubengasse,Parkhaus,fr,15.06.2018,15:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,703,,49,,,,,,F,,,702000-032953-18/4
Körnerstraße,48c,mi,27.06.2018,16:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,st,,799,,49,,,,,,F,,,702000-033706-18/5
Flandernstraße,54,mo,25.06.2018,06:30,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,799,,49,,,,,,F,,,702000-033056-18/6
Josef-Beckmann-Straße,23,sa,16.06.2018,18:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,703,,49,,,,,,F,,,702000-033075-18/9
Apffelstaedtstraße,Corrensstraße,fr,15.06.2018,17:15,3,,,,,,1,2,,,,,,,2,,,,21,ms,21,ms,,621,,14,,,,,,21,49,,702000-030940-18/0
Lambertistraße,13,so,03.06.2018,12:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ku,,799,,49,,,,,,F,,,702000-029515-18/7
Waldeyerstraße,53,di,29.05.2018,13:55,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,ms,,501,,14,,,,,,62,,,702000-027247-18/6
Dingbängerweg,47,sa,16.06.2018,11:30,5,X,,,,,,2,,,,,,,1,,,1,92,,21,mk,,703,,49,,,,,,F,,,307000-035921-18/9
Gartenstraße,145,so,24.06.2018,15:00,5,X,,,,,,2,,,,,,,,,,2,92,,22,ms,,799,,49,,,,,,F,,,702000-032877-18/0
Dortmunder Straße,8,fr,06.07.2018,17:00,5,,a,,,,,5,,1,n,,,,4,,,,21,ms,71,,,211,,35,,,,,,90,,,
Lublinring,Gartenstraße,fr,06.07.2018,15:35,5,,z,,,,,2,,,,,,,2,,,,21,st,21,m,,623,,14,,,,,,26,,,
Dingbängerweg,47,fr,06.07.2018,14:55,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,tr,,703,,14,,,,,,44,,,
Weseler Straße,567a,mi,04.07.2018,05:16,5,,z,,,,,2,,1,n,,,,,1,,,40,coe,71,,,372,,37,,,,,,21,,,
Weseler Straße,351,di,03.07.2018,12:45,5,,z,,,,,2,,,,,,,2,,,,21,k,21,lh,,623,,14,,,,,,45,,,
Prins-Claus-Straße,36,di,03.07.2018,10:05,5,,o,,,,,2,,1,j,,,,1,,,,71,,21,ms,,371,,37,,,,,,33,,,
Hammer Straße,71,di,03.07.2018,16:45,5,,m,,,,,2,,,,,,1,1,,,,21,coe,11,ms,,711,,36,,,,,,63,,,
Jhorstmarer Landweg,Alte Sternwarte,di,03.07.2018,15:10,5,,o,,,,,2,,,,,,,2,,,,21,hi,21,ne,,501,,14,,,,,,20,,,
Moltkestraße,26,di,03.07.2018,12:48,5,,m,,,,,2,,,,,,,2,,,,21,el,21,waf,,623,,14,,,,,,27,,,
Weseler Straße,Spinne,di,03.07.2018,14:40,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,712,,36,,,,,,21,,,
Warendorfer Straße,Bushaltestelle Körberheide,di,03.07.2018,16:30,5,,m,,,,,2,,,,,,,2,,,,21,waf,21,ms,,611,,14,,,,,,25,,,
Schuckertstsraße,54,mo,02.07.2018,14:15,5,,o,,,,,2,,,,,,,1,1,,,44,ms,21,te,,703,,36,,,,,,59,,,
Graelstraße,36,di,03.07.2018,07:45,5,,o,,,,,2,,,,,,,1,,,1,59,coe,21,ms,,501,,14,,,,,,31,,,
Norbertstraße,Gottfriedstraße,di,03.07.2018,10:30,5,,o,,,,,2,,,,,,,1,,,1,59,coe,21,ms,,501,,14,,,,,,45,,,
Westfalenstraße,184,di,03.07.2018,13:00,5,,m,,,,,2,,,,,,,2,,,,21,PL,21,coe,,623,,14,,,,,,31,,,
Schuckertstraße,29,di,03.07.2018,12:13,5,,m,,,,,2,,,,,,,1,1,,,51,coe,21,ms,,711,,36,,,,,,22,,,
Amelsbürener Straße,Wiedaustraße,di,03.07.2018,08:00,5,,m,,,,,2,,,,,,,2,,,,21,vg,21,ms,,601,,14,,,,,,35,,,
Westfalenstraße,109,di,03.07.2018,09:03,5,,m,,,,,2,,,,,,,1,1,,,40,ms,21,ms,,502,,14,,,,,,32,,,
Frauenstraße,Überwasserkirchplatz,di,03.07.2018,11:23,5,,m,,,,,1,,,,,,,,1,,,40,un,,,,141,,14,,,,,,35,,,
Steinfurter Straße,Westfalentankstelle,di,03.07.2018,12:25,5,,o,,,,,3,,,,,,,3,,,,21,ms,21,bor,,799,,49,,,,,1,60,,,
Waldweg,Heitbusch,di,03.07.2018,16:15,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,,,,,,48,,,
Hammer Straße,50m v. Siemensstraße,di,03.07.2018,17:05,5,,m,,,,,2,,,,,,,2,,,,21,waf,21,ms,,623,,14,,,,,,28,,,
Krumme Straße,39,di,03.07.2018,13:10,5,,o,,,,,2,,,,,,,1,1,,,40,ms,21,ms,,703,,36,,,,,,27,,,
Idenbrockplatz,28,di,03.07.2018,18:00,5,,m,,,,,2,,,,,,,2,,,,21,nms,21,ms,,711,,36,,,,,,76,,,
Moltkestraße,Ludgeriplatz,sa,20.06.2018,11:47,5,,o,,,,,2,,,,,,,1,,1,,33,st,21,coe,,252,,14,,,,,,26,,,
Roxeler Straße,Albert-Schweitzer-Straße,di,03.07.2018,15:20,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,st,,623,,14,,,,,,47,,,
Dürerstraße,Nordstraße,di,03.07.2018,09:10,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,,,,,,42,,,
Sudmühlenstraße,Dyckburgstraße,fr,06.07.2018,16:40,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,ms,,623,,14,,,,,,67,,,
Coesfelder Kreuz,Rishon-le-Zion-Ring,di,03.07.2018,14:40,5,,o,,,,,2,,,,,,,1,1,,,40,ms,21,ms,,623,,14,,,,,,48,,,
Nordstraße,39,di,03.07.2018,16:00,5,,o,,,,,2,,,,,,,1,,,1,59,,21,ms,,502,,14,,,,,,79,,,
Kettelerstraße,Zuhornstraße,di,03.07.2018,11:45,5,,m,,,,,2,,,,,,,1,1,,,40,un,21,ms,,502,,14,,,,,,29,,,
Weseler Straße,An der Hansalinie,di,26.06.2018,15:44,5,,m,,,,,2,,,,,,,1,1,,,46,gt,21,coe,,601,,14,,,,,,51,,,
Frauenstraße,32,fr,06.07.2018,11:45,5,,m,,,,,2,,,,,,,2,,,,21,k,21,ms,,711,,36,,,,,,27,,,
Gescherweg,87,fr,06.07.2018,07:20,5,,m,,,,,2,,,,,,,2,,,,21,st,21,vie,,711,,36,,,,,,19,,,
Schloßplatz,Parkplatz,fr,06.07.2018,10:00,5,,m,,,,,1,,,,,,,,,1,,32,mk,,,,703,,14,,,,,,47,,,
Mauritzstraße,27,fr,06.07.2018,17:00,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,623,,14,,,,,,21,,,
Grevener Straße,Steinfurter Straße,fr,06.07.2018,15:50,5,,o,,,,,2,,,,,,,2,,,,21,bor,21,ms,,631,,26,,,,,,39,,,
Steinfurter Straße,Westfalentankstelle,fr,06.07.2018,13:03,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,m,,601,,14,,,,,,59,,,
Havixbecker Straße,Hohenholter Straße,fr,06.07.2018,15:15,5,,m,,,,,2,,,,,,,2,,,,21,coe,21,ms,,601,,14,,,,,,52,,,
Krummer Timpen,14,fr,06.07.2018,21:10,5,,m,,,,,2,,,,,,,1,1,,,40,bn,21,eu,,711,,36,,,,,,23,,,
Düesbergweg,60,fr,06.07.2018,16:20,5,,o,,,,,2,,,,,,,,2,,,40,ms,40,coe,,581,,45,,,,,,37,,,
Dechaneistraße,13,fr,06.07.2018,18:15,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,st,,501,,14,,,,,,72,,,
Donders-Ring,38,fr,06.07.2018,12:50,5,,m,,,,,2,,,,,,,2,,,,21,pb,21,ms,,551,,37,,,,,,18,,,
Drensteinfurtweg,Kappenberger Damm,fr,06.07.2018,21:00,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,,,,,,29,,,
Osthofsytraße,k.v. BAB-Brücke,fr,06.07.2018,22:30,5,,,o,,,,1,,,,,,,1,,,,21,coe,,,,751,,86,,,,2,,40,,,
Hammer Straße,371,fr,06.07.2018,12:50,5,,m,,,,,2,,,,,,,1,1,,,40,ms,21,hh,,703,,14,,,,,,50,,,
Paulstraße,20,fr,06.07.2018,10:45,5,,o,,,,,2,,,,,,,2,,,,21,bor,21,ms,,711,,36,,,,,,30,,,
Moltkestraße,Herrmannstraße,di,03.07.2018,10:50,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,ms,,602,,14,,,,,,47,,,
Westfalenstraße,7,fr,06.07.2018,19:40,2,,,,,1,1,2,,2,n/n,,,,,,,,71,,71,,,651,,49,,,,,,43,27,,702000-036053-18/8
Grevener Straße,69,sa,30.06.2018,10:05,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,703,,49,,,,,,F,,,702000-034359-18/2
Konradstraße,17,so,24.06.2018,19:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,hh,,501,,49,,,,,,F,,,702000-033090-18/6
Waldeyerstraße,15,mo,25.06.2018,06:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,bf,,501,,49,,,,,,F,,,702000-033327-18/8
Hammer Straße,147,sa,07.07.2018,15:20,3,,,,,,1,2,,1,j,,,,1,,,,21,ms,71,,,342,,34,37,,9,,,51,51,,702000-036128-18/2
Burgstraße,5,fr,29.06.2018,16:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,799,,49,,,,,,F,,,702000-034272-18/9
Nordhornstraße,7,fr,29.06.2018,17:30,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,799,,49,,,,,,F,,,702000-034293-18/0
Maximilianstraße,28,sa,30.06.2018,11:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,799,,49,,,,,,F,,,702000-034477-18/8
Albersloher Weg,415,so,08.07.2018,14:55,2,,,,,1,,1,,1,n,,,,,,,,71,,,,,732,,49,,,,,,60,,,702000-036230-18/3
Otto-Hanh-Straße,2b,sa,05.05.2018,12:30,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,703,,49,,,,,,F,,,702000-023015-18/9
Wolbecker Straße,286,sa,30.06.2018,12:00,5,X,,,,,,2,,1,F,,,,1,,,,71,,21,un,,703,,49,,,,,,F,,,702000-034351-18/0
Kötterstraße,42,fr,29.06.2018,19:15,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,703,,49,,,,,,F,,,702000-034288-18/4
Pleistermühlenweg,Mondstraße,do,05.07.2018,17:10,5,,a,,,,,2,,1,n,,,,1,,,,21,ms,71,,,621,,14,,,,,,77,,,702000-035790-18/6
Warendorfer Straße,Schiffahrter Damm,mo,25.06.2018,07:59,1,,,,1,1,,6,3,,,,,1,1,1,,,44,do,81,,,799,04,49,,,,,1,67,33,,702000-032756-18/7
Dahlweg,Roddestraße,mo,11.06.2018,12:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,gel,,501,,49,,,,,,F,,,702000-032245-18/7
Mersmannsstiege,Daimlerweg,di,26.06.2018,12:40,3,,,,,,1,2,,1,j,,,,1,,,,21,ms,71,,,232,,34,,,,,,34,53,,702000-033352-18/6
Rilkeweg,4,do,05.07.2018,18:00,3,,,,,,2,2,,2,n/n,,,,,,,,71,,72,,,371,,37,,,,,,8,75,,702000-035788-18/7
Piusallee,132,fr,06.07.2018,17:15,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,703,,49,,,,,,F,,,702000-036280-18/8
Am Steintor,84,do,05.07.2018,10:30,2,,,,,1,,2,,1,n,,,,1,,,,71,,21,ms,,301,,28,,,,,,63,75,,702000-035615-18/1
Robert-Bosch-Straße,6,mo,02.07.2018,15:45,2,,,,,1,,2,,1,n,,,,1,,,,21,cas,71,,,342,,37,,,9,,,44,81,,702000-034814-18/3
Theißingstraße,13,mo,09.07.2018,14:15,2,,,,,1,,2,1,,,,,,1,,,,81,,21,ms,,469,,64,,,,,,26,59,,702000-036640-18/2
Borkenfeld,8,fr,15.06.2018,01:40,4,X,,,,,,2,,,,,,,2,,,,21,ms,21,ms,,799,01,49,,,,2/3,1,25,,2.48 °/oo,702000-030665-18/1
Roxeler Straße,416,di,03.07.2018,13:15,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,703,,49,,,,,,F,,,702000-035099-18/3
Moltkestraße,Ludgeriplatz,di,03.07.2018,15:37,5,X,,,,,,2,,1,F,,,,1,,,,71,,21,do,,651,,49,,,,,,F,,,702000-035121-18/6
Scheibenstraße,85,mo,09.07.2018,07:40,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,501,,49,,,,,,F,,,702000-036674-18/1
Wolbecker Straße,176,mo,09.07.2018,14:00,2,,,,,1,,1,,1,n,,,,,,,,71,,,,,141,,49,,,,,,49,,,702000-036634-18/7
Schlautstiege,32,so,08.07.2018,10:25,3,,,,,,1,1,,1,n,,,,,,,,71,,,,,141,,49,,,,,,71,,,702000-036200-18/0
Am Angelkamp,115,do,07.06.2018,15:40,3,,,,,,1,2,,1,j,,,,1,,,,21,waf,72,,,342,,28,49,,,,,54,52,,702000-028995-18/0
Albersloher Weg,302,di,05.06.2018,18:20,3,,,,,,1,2,,,,,,,2,,,,21,waf,21,coe,,231,,49,,,,,,30,35,,702000-028554-18/9
Wienburgstraße,47,mo,18.06.2018,17:20,3,,,,,,1,2,,1,n,,,,1,,,,71,,21,ms,,501,,14,,,,,1,17,46,,702000-031403-18/6
Osttor,Meinenkampstraße,di,26.06.2018,08:35,2,,,,,1,,2,,1,n,,,,1,,,,21,ms,71,,,341,,28,,,,,,54,77,,702000-033152-18/2
Auf der Horst,25,mi,27.06.2018,09:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,hsk,,799,,49,,,,,,F,,,313000-017079-18/1
Albert-Schweitzer-Straße,33,so,08.07.2018,12:45,3,,,,,,1,2,,1,n,,,,1,,,,21,st,71,,,243,,34,,,,,,43,27,,702000-036236-18/7
Dingbängerweg,349,so,01.07.2018,17:30,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ne,,703,,49,,,,,,F,,,702000-034850-18/1
Warendorfer Straße,Handorfer Straße,mo,07.05.2018,15:50,2,,,,,1,,2,,,,,1,,1,,,,21,ms,01,,,644,,26,,,,,,39,36,,702000-023409-18/2
Albert-Schweitzer-Campus,1,mo,09.07.2018,13:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,703,,49,,,,,,F,,,702000-036684-18/2
Schiffahrter Damm,Hessenweg,so,08.07.2018,14:05,3,,,,,,1,1,,1,j,,,,,,,,71,,,,,141,,49,,,,,,45,,,702000-036232-18/1
Rüschhausweg,259,so,08.07.2018,02:00,3,,,,,,1,1,,1,n,,,,,,,,71,,,,,141,,49,,,,2,,51,,,702000-036185-18/1
Kinderhauser Straße,6,so,01.07.2018,18:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,799,,49,,,,,,F,,,702000-035179-18/3
Brentanoweg,35,mi,27.06.2018,20:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,799,,49,,,,,,F,,,702000-035051-18/7
Manfred-von-Richthofen-Straße,Höhe Kanalbrücke,di,10.07.2018,08:00,3,,,,,,1,1,,1,n,,,,,,,,71,,,,,199,,49,,,,,,36,,,702000-036731-18/2
Kanalstraße,20,sa,19.05.2018,20:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,501,,49,,,,,,F,,,313000-015118-18/2
Friedrich-Ebert-Straße,Dammstraße,mo,09.07.2018,08:20,3,,,,,,1,2,,2,n/n,,,,,,,,71,,71,,,681,,11,,,,,,20,23,,702000-036312-18/1
Masurenweg,10,mo,14.05.2018,21:10,5,X,,,,,,2,,,,,,,1,,,1,92,,21,hd,,501,,49,,,,,,F,,,702000-024793-18/6
Virginie-Hölling-Weg,12,mi,16.05.2018,15:00,5,X,,,,,,2,,,,,,,2,,,,21,bi,21,ms,,799,,49,,,,,,30,,,702000-025257-18/1
Rehhagen,5,mo,25.06.2018,15:30,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,799,,49,,,,,,F,,,702000-033068-18/5
Weseler Straße,Moltkestraße,do,05.07.2018,20:28,5,,a,,,,,2,,,,,,,1,,1,,21,ms,33,waf,,251,,49,,,,,,54,,,702000-035992-18/8
Am Stadtgraben,Andenauer Allee,mo,09.07.2018,16:00,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,623,,14,,,,,,18,,,
Steinfurter Straße,200m h. Nienberger Straße,so,08.07.2018,15:25,5,,a,,,,,2,,,,,,,2,,,,21,un,21,coe,,721,,36,,,,,,26,,,
Schiffahrter Damm,506,so,08.07.2018,17:30,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,coe,,501,,14,,,,,,24,,,
Albersloher Weg,9,do,05.07.2018,11:30,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,,,,,,38,,,
Prinz-Eugen-Straße,18,do,05.07.2018,15:10,5,,z,,,,,2,,,,,,,2,,,,25,waf,21,ms,,502,,14,,,,,,47,,,
Hammer Straße,111,do,05.07.2018,14:50,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,601,,14,,,,,,23,,,
Dorpatweg,Parkplatz Rewe,sa,07.07.2018,12:40,5,,a,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,36,,,,,,59,,,
Zum Hiltruper See,Am Waldfriedhof,sa,07.07.2018,17:25,5,,a,,,,,2,,,,,,,2,,,,21,ms,21,h,,303,,28,,,,,,75,,,
mariendorfer Straße,54a,sa,07.07.2018,13:25,5,,a,,,,,2,,,,,,,2,,,,21,aw,21,ms,,722,,36,,,,,,35,,,
Hörster Platz,10,mo,02.07.2018,15:20,5,,z,,,,,2,,,,,,,2,,,,21,sn,21,du,,501,,14,,,,,,30,,,
